customer_id,status
8931,Delivered
13229,Processing
17529,Cancelled
16948,Delivered
12956,Cancelled
12313,Cancelled
8790,Cancelled
19439,Pending
13179,Delivered
13449,Shipped
9385,Shipped
4603,Processing
707,Processing
5180,Shipped
17879,Cancelled
10789,Processing
8708,Delivered
10160,Cancelled
9660,Cancelled
3937,Processing
3232,Processing
8757,Pending
3391,Pending
18690,Processing
16506,Cancelled
6139,Processing
9239,Shipped
1855,Cancelled
4161,Delivered
15988,Pending
10755,Shipped
6414,Pending
9339,Shipped
14724,Shipped
17837,Pending
17134,Shipped
7935,Shipped
18137,Shipped
8519,Shipped
3726,Delivered
1587,Pending
17463,Processing
19416,Pending
642,Processing
13706,Shipped
17615,Shipped
9565,Processing
15578,Cancelled
2899,Cancelled
10020,Processing
7151,Shipped
1122,Processing
2679,Cancelled
7553,Cancelled
11046,Processing
2763,Shipped
18061,Shipped
9404,Shipped
1818,Shipped
11663,Pending
11902,Processing
12028,Cancelled
8508,Delivered
17839,Delivered
15585,Processing
5937,Processing
10546,Delivered
19906,Pending
13929,Pending
15921,Pending
4131,Pending
7086,Shipped
9860,Delivered
3345,Delivered
11601,Cancelled
606,Shipped
4116,Processing
16855,Shipped
4037,Processing
18698,Processing
4060,Pending
6842,Pending
2391,Cancelled
12047,Cancelled
8614,Processing
4206,Shipped
5060,Cancelled
3489,Cancelled
1798,Delivered
12486,Processing
1093,Delivered
11090,Shipped
2539,Delivered
17983,Shipped
170,Delivered
8607,Pending
9090,Cancelled
18076,Delivered
15469,Cancelled
11636,Processing
8741,Cancelled
14213,Pending
10041,Processing
11277,Shipped
13514,Processing
954,Delivered
15907,Shipped
18417,Pending
14935,Cancelled
2879,Shipped
11671,Shipped
11126,Shipped
916,Pending
3770,Cancelled
13391,Shipped
19758,Pending
3937,Delivered
10941,Processing
8128,Delivered
5307,Cancelled
6429,Delivered
18967,Cancelled
17917,Cancelled
85,Delivered
14311,Shipped
18444,Shipped
7324,Shipped
19464,Cancelled
8421,Shipped
17883,Processing
6129,Delivered
13805,Shipped
16380,Delivered
7372,Processing
1472,Cancelled
8358,Cancelled
14297,Pending
5183,Pending
18760,Pending
10162,Cancelled
7605,Processing
13973,Pending
710,Cancelled
151,Processing
16588,Processing
11642,Pending
3964,Processing
11832,Delivered
3556,Pending
15173,Cancelled
1047,Delivered
831,Processing
17218,Delivered
696,Processing
12563,Delivered
874,Pending
12803,Delivered
9887,Processing
19357,Pending
6826,Delivered
704,Delivered
17252,Cancelled
3504,Delivered
1396,Delivered
3376,Processing
4943,Delivered
7183,Delivered
2057,Cancelled
19539,Pending
5918,Delivered
7116,Cancelled
53,Cancelled
8098,Cancelled
2599,Pending
18615,Processing
1515,Delivered
10079,Pending
5621,Shipped
1808,Pending
17369,Delivered
12093,Cancelled
4097,Processing
19272,Processing
7960,Shipped
11301,Shipped
13531,Cancelled
15094,Processing
5310,Shipped
1331,Delivered
14666,Shipped
10764,Processing
18488,Shipped
13453,Delivered
1744,Pending
15860,Cancelled
8108,Processing
9033,Delivered
9738,Cancelled
306,Processing
1942,Processing
13929,Processing
3890,Pending
19656,Pending
19494,Processing
4595,Delivered
15144,Cancelled
18706,Pending
15796,Cancelled
10288,Shipped
11715,Processing
9866,Pending
13151,Cancelled
18615,Delivered
18083,Cancelled
15208,Pending
18889,Delivered
11793,Processing
5045,Delivered
6922,Processing
10992,Delivered
10477,Pending
13610,Shipped
14486,Shipped
1924,Shipped
16884,Cancelled
7902,Shipped
1003,Shipped
2807,Delivered
807,Pending
12205,Cancelled
18704,Pending
6201,Shipped
3622,Cancelled
16216,Pending
13101,Processing
9285,Delivered
3263,Delivered
4961,Cancelled
15587,Processing
1402,Processing
7702,Cancelled
3874,Delivered
15051,Delivered
19994,Shipped
534,Processing
6746,Pending
17962,Pending
16825,Processing
9061,Pending
19046,Shipped
11674,Processing
7375,Processing
14748,Processing
18284,Processing
14133,Shipped
3174,Processing
7919,Shipped
7015,Processing
5412,Shipped
54,Cancelled
7647,Delivered
10271,Delivered
14651,Delivered
6175,Processing
19847,Processing
14572,Pending
7453,Cancelled
17298,Pending
3779,Shipped
17115,Shipped
12957,Pending
11570,Pending
11346,Pending
17849,Delivered
14325,Pending
1166,Shipped
15145,Pending
18829,Processing
6730,Pending
84,Processing
7004,Processing
19257,Pending
10823,Delivered
9372,Cancelled
1913,Processing
7434,Delivered
7442,Shipped
15528,Pending
9366,Delivered
4595,Processing
4344,Processing
6349,Shipped
6175,Pending
6978,Shipped
19985,Processing
3927,Shipped
4555,Cancelled
7530,Pending
10000,Cancelled
2223,Processing
17849,Cancelled
13610,Cancelled
15515,Processing
18573,Cancelled
19664,Cancelled
153,Processing
1105,Pending
17965,Shipped
6307,Processing
15714,Shipped
18985,Delivered
2518,Cancelled
8162,Processing
19144,Shipped
1727,Shipped
1337,Shipped
10889,Shipped
19756,Shipped
1272,Shipped
16656,Cancelled
13612,Pending
4207,Shipped
12549,Pending
18665,Delivered
2593,Delivered
2130,Cancelled
16509,Cancelled
9349,Cancelled
5074,Shipped
14257,Pending
12173,Shipped
18463,Cancelled
12933,Processing
12759,Processing
17942,Pending
323,Shipped
9331,Delivered
19051,Shipped
14912,Shipped
14246,Processing
5051,Shipped
12660,Pending
14847,Delivered
10865,Cancelled
19579,Delivered
18642,Pending
4962,Cancelled
15686,Processing
4156,Cancelled
16826,Cancelled
10215,Delivered
5511,Delivered
18216,Delivered
14880,Shipped
9561,Pending
3772,Shipped
11608,Delivered
12139,Processing
1357,Cancelled
3394,Shipped
11126,Processing
6656,Processing
7881,Processing
17739,Pending
8759,Cancelled
13987,Pending
15971,Shipped
18833,Pending
19425,Processing
4600,Cancelled
10534,Shipped
16287,Shipped
13553,Processing
13413,Delivered
2033,Processing
473,Delivered
7863,Cancelled
9983,Processing
17218,Cancelled
12998,Delivered
2185,Pending
15508,Pending
14229,Pending
12677,Processing
5373,Pending
7144,Cancelled
11878,Processing
13972,Cancelled
15759,Processing
7289,Delivered
11852,Shipped
18319,Cancelled
16075,Delivered
5517,Cancelled
689,Delivered
15925,Shipped
1727,Pending
13171,Cancelled
17819,Delivered
11733,Delivered
13831,Shipped
17687,Shipped
1319,Delivered
15249,Shipped
12217,Processing
2023,Shipped
1884,Shipped
19622,Delivered
6708,Delivered
2654,Processing
17839,Cancelled
12468,Delivered
18770,Cancelled
10268,Delivered
2808,Cancelled
437,Shipped
296,Processing
9287,Cancelled
16953,Processing
838,Shipped
9411,Pending
18486,Processing
6727,Pending
7727,Delivered
4374,Cancelled
15705,Processing
8531,Delivered
1365,Delivered
12986,Delivered
1991,Processing
2147,Delivered
2410,Shipped
19613,Shipped
18292,Pending
18258,Processing
5716,Cancelled
6260,Delivered
19205,Shipped
6605,Cancelled
6487,Processing
805,Shipped
14044,Pending
15239,Cancelled
2743,Delivered
15730,Delivered
17396,Shipped
17256,Shipped
8634,Cancelled
16427,Cancelled
19039,Shipped
8976,Pending
9853,Pending
12217,Delivered
12900,Delivered
6793,Delivered
16748,Pending
7469,Shipped
18544,Delivered
16440,Pending
10556,Shipped
10829,Cancelled
11335,Processing
9240,Delivered
11189,Processing
14604,Shipped
2648,Shipped
7132,Processing
883,Shipped
10579,Processing
8860,Shipped
6398,Processing
565,Pending
8228,Delivered
19195,Shipped
11807,Shipped
18995,Cancelled
2561,Cancelled
9311,Shipped
5806,Cancelled
9136,Pending
17747,Cancelled
2612,Processing
12148,Cancelled
4091,Cancelled
2063,Shipped
6330,Processing
9603,Delivered
1303,Shipped
16295,Processing
14272,Delivered
97,Delivered
17088,Cancelled
13280,Processing
2619,Processing
13842,Delivered
15195,Processing
1428,Delivered
14087,Delivered
11325,Delivered
19181,Delivered
19447,Pending
319,Pending
12136,Processing
14861,Delivered
8218,Pending
1629,Shipped
19067,Cancelled
1616,Pending
3640,Delivered
15074,Pending
14103,Processing
17489,Cancelled
12632,Cancelled
11453,Delivered
17114,Cancelled
1719,Shipped
257,Shipped
11929,Shipped
17151,Shipped
6358,Delivered
5981,Shipped
234,Processing
13554,Shipped
7890,Processing
13697,Shipped
10728,Processing
18267,Pending
1831,Cancelled
15576,Processing
8659,Processing
8938,Pending
11831,Shipped
619,Shipped
1103,Shipped
16497,Pending
6413,Cancelled
8299,Pending
7337,Processing
13460,Pending
12179,Cancelled
2990,Processing
14695,Delivered
15688,Cancelled
5695,Pending
8245,Pending
1092,Processing
9813,Cancelled
6677,Cancelled
11134,Pending
7304,Pending
12328,Cancelled
1687,Cancelled
3083,Processing
11518,Processing
8642,Shipped
5032,Delivered
9400,Shipped
1495,Pending
3291,Shipped
19956,Processing
2829,Cancelled
1321,Cancelled
11425,Cancelled
16918,Processing
2393,Pending
1425,Cancelled
5878,Pending
2802,Delivered
1496,Cancelled
1960,Shipped
10781,Pending
6766,Pending
19856,Delivered
17630,Shipped
16437,Cancelled
4364,Pending
16825,Shipped
3009,Cancelled
9368,Cancelled
19447,Shipped
7557,Shipped
12908,Pending
13355,Delivered
5310,Delivered
16161,Pending
8951,Processing
7563,Cancelled
18298,Cancelled
17904,Processing
13577,Processing
1993,Shipped
6079,Cancelled
18208,Shipped
11572,Delivered
9908,Cancelled
4664,Shipped
12081,Delivered
3175,Cancelled
13567,Cancelled
10328,Cancelled
19251,Pending
3901,Pending
7528,Shipped
12510,Processing
17682,Shipped
17129,Cancelled
5849,Shipped
3839,Cancelled
5838,Processing
5326,Cancelled
19295,Delivered
5671,Processing
10004,Pending
6265,Pending
5742,Shipped
9527,Pending
1771,Delivered
14489,Pending
12498,Pending
12640,Processing
2544,Cancelled
16771,Shipped
18983,Pending
2641,Shipped
11611,Processing
1916,Shipped
12789,Delivered
14502,Processing
8272,Cancelled
6606,Delivered
15043,Shipped
16510,Cancelled
8303,Shipped
497,Pending
6118,Shipped
19014,Shipped
18135,Cancelled
19303,Cancelled
18828,Delivered
17459,Pending
1146,Shipped
8434,Shipped
10967,Pending
15097,Pending
5975,Processing
4471,Cancelled
8360,Cancelled
12661,Delivered
16098,Cancelled
9022,Delivered
15848,Pending
15768,Pending
17971,Processing
10144,Pending
10338,Pending
11878,Delivered
3489,Cancelled
18370,Shipped
7520,Delivered
10193,Pending
14566,Pending
11973,Pending
13802,Cancelled
6942,Cancelled
5096,Delivered
13738,Cancelled
17173,Delivered
13215,Processing
3601,Processing
10136,Delivered
12831,Cancelled
9040,Delivered
17473,Shipped
5344,Pending
19887,Pending
5719,Processing
7840,Processing
5000,Processing
17195,Shipped
9122,Processing
18305,Shipped
1078,Cancelled
7117,Shipped
5170,Pending
14928,Delivered
9569,Processing
742,Shipped
8668,Shipped
17185,Pending
5836,Delivered
14864,Shipped
543,Delivered
6355,Processing
13494,Cancelled
357,Cancelled
11879,Pending
19894,Pending
5768,Cancelled
13507,Processing
5872,Processing
810,Cancelled
511,Cancelled
18962,Pending
11394,Cancelled
14832,Processing
17349,Delivered
16797,Processing
6315,Processing
11590,Shipped
6411,Processing
14122,Shipped
9819,Delivered
16745,Delivered
19413,Pending
15665,Pending
11136,Delivered
9605,Cancelled
1501,Delivered
7052,Pending
4455,Delivered
18854,Cancelled
4900,Delivered
5502,Delivered
15419,Processing
6670,Delivered
17997,Shipped
10320,Processing
745,Cancelled
15142,Shipped
3729,Processing
5793,Pending
2481,Pending
12836,Cancelled
4016,Shipped
1979,Pending
14706,Shipped
15539,Pending
1481,Pending
14529,Cancelled
8079,Delivered
4519,Cancelled
12797,Processing
19448,Cancelled
4172,Pending
18762,Processing
9035,Pending
16751,Pending
13851,Pending
11335,Pending
3771,Pending
11167,Pending
12294,Shipped
782,Delivered
11211,Shipped
15735,Pending
6841,Cancelled
12849,Shipped
450,Pending
17381,Shipped
6887,Cancelled
5690,Delivered
14281,Pending
7303,Shipped
3060,Cancelled
16312,Processing
11685,Pending
7737,Cancelled
11452,Cancelled
641,Cancelled
12034,Cancelled
12493,Processing
1046,Cancelled
17861,Pending
12749,Shipped
10615,Delivered
15819,Delivered
15600,Shipped
161,Shipped
12951,Pending
15623,Shipped
7342,Shipped
2679,Shipped
5222,Cancelled
12228,Processing
5313,Pending
1554,Delivered
16455,Pending
5218,Shipped
15167,Delivered
15121,Cancelled
12620,Delivered
12207,Shipped
13206,Processing
13646,Delivered
15827,Shipped
4634,Shipped
2756,Cancelled
6143,Processing
17244,Shipped
15017,Shipped
6652,Shipped
8210,Pending
19354,Pending
7541,Cancelled
6082,Cancelled
25,Cancelled
1521,Processing
1601,Processing
1675,Pending
15648,Shipped
18643,Pending
6858,Pending
7393,Processing
10946,Pending
1405,Processing
3556,Delivered
5128,Pending
17976,Cancelled
5921,Processing
3,Processing
12578,Delivered
9041,Processing
15055,Delivered
14853,Delivered
6925,Processing
8262,Cancelled
7382,Delivered
18360,Delivered
2798,Delivered
15704,Pending
5733,Cancelled
14183,Shipped
16071,Shipped
3176,Delivered
4865,Shipped
703,Cancelled
11007,Delivered
10648,Shipped
19814,Processing
17214,Pending
12829,Delivered
13616,Processing
19785,Cancelled
2530,Cancelled
16379,Processing
11548,Cancelled
6862,Cancelled
4579,Shipped
2086,Shipped
14075,Cancelled
13412,Processing
12228,Processing
14380,Processing
8713,Shipped
18831,Shipped
14292,Cancelled
19082,Cancelled
13052,Pending
16868,Pending
5391,Processing
15828,Pending
13237,Shipped
3920,Processing
14835,Shipped
15703,Pending
2967,Delivered
13023,Shipped
12457,Cancelled
16731,Delivered
4558,Delivered
2308,Pending
17533,Pending
3581,Delivered
12476,Pending
7330,Pending
2078,Delivered
18941,Cancelled
11983,Shipped
3826,Processing
2728,Delivered
9528,Pending
11946,Delivered
2933,Delivered
16856,Delivered
12792,Processing
9235,Cancelled
18277,Pending
100,Pending
13372,Processing
14918,Pending
8375,Delivered
6950,Pending
1499,Shipped
1479,Delivered
19485,Processing
7963,Processing
7004,Pending
10616,Delivered
18535,Cancelled
3014,Pending
2117,Shipped
1845,Delivered
18300,Processing
3869,Pending
19135,Pending
16156,Delivered
3628,Processing
2056,Delivered
2512,Delivered
10709,Pending
1216,Pending
7255,Cancelled
2028,Pending
7769,Shipped
4014,Delivered
18876,Shipped
15862,Shipped
15294,Processing
19550,Pending
19434,Cancelled
1379,Shipped
12595,Delivered
7366,Pending
370,Shipped
3652,Cancelled
9346,Processing
3408,Cancelled
4703,Processing
10095,Processing
17040,Shipped
3072,Shipped
11739,Delivered
17907,Delivered
15977,Shipped
7253,Processing
11808,Delivered
4657,Delivered
2411,Pending
19492,Cancelled
4558,Cancelled
2187,Shipped
19489,Shipped
14411,Processing
11863,Cancelled
6570,Cancelled
13348,Shipped
18399,Processing
12905,Delivered
18983,Processing
3028,Delivered
8284,Cancelled
9790,Cancelled
11671,Processing
3313,Pending
9129,Cancelled
19429,Pending
3777,Pending
1123,Delivered
18845,Pending
13302,Pending
7061,Processing
12855,Processing
5594,Shipped
5689,Delivered
2725,Pending
11529,Cancelled
5839,Delivered
11423,Processing
10844,Delivered
2206,Cancelled
5491,Delivered
4844,Cancelled
12094,Shipped
63,Shipped
251,Processing
9263,Delivered
12000,Cancelled
10330,Shipped
17363,Shipped
9710,Shipped
13050,Processing
14558,Shipped
11424,Shipped
15704,Delivered
12928,Pending
7567,Processing
13978,Processing
10418,Pending
246,Processing
12061,Delivered
6742,Shipped
4754,Processing
18314,Delivered
19482,Delivered
2488,Pending
3128,Processing
7522,Shipped
8683,Cancelled
14302,Pending
7756,Delivered
6863,Shipped
1380,Processing
2544,Processing
5972,Cancelled
11951,Processing
2045,Pending
10368,Delivered
771,Processing
529,Processing
14873,Delivered
9058,Pending
17468,Shipped
5778,Shipped
13370,Pending
1887,Cancelled
19724,Cancelled
10771,Pending
4160,Cancelled
15480,Delivered
18302,Pending
9970,Delivered
11190,Shipped
6784,Cancelled
8216,Processing
10307,Delivered
1308,Shipped
11012,Processing
3565,Pending
12789,Shipped
19086,Pending
10158,Pending
4713,Shipped
18479,Shipped
17290,Pending
15434,Cancelled
17383,Cancelled
7093,Delivered
11161,Delivered
10621,Shipped
15260,Cancelled
6772,Delivered
17157,Cancelled
14750,Delivered
13415,Processing
16273,Cancelled
6448,Shipped
9982,Pending
5864,Shipped
377,Processing
1969,Shipped
17593,Delivered
6169,Cancelled
2647,Shipped
17613,Processing
16163,Delivered
805,Delivered
5313,Pending
7513,Cancelled
2310,Delivered
6633,Delivered
7262,Pending
11237,Delivered
11430,Pending
8344,Processing
11281,Delivered
2848,Shipped
5337,Cancelled
4730,Shipped
15077,Shipped
10667,Cancelled
8055,Delivered
14238,Processing
2791,Pending
4627,Shipped
14371,Shipped
4641,Cancelled
19114,Shipped
6693,Delivered
14115,Pending
7423,Cancelled
8960,Shipped
6614,Cancelled
11454,Pending
15048,Shipped
16717,Delivered
9055,Pending
9598,Pending
5698,Delivered
2069,Pending
14781,Cancelled
19049,Shipped
1990,Cancelled
2028,Processing
11903,Shipped
863,Delivered
7913,Shipped
13181,Shipped
2942,Pending
18888,Processing
14427,Processing
625,Processing
9729,Pending
7939,Pending
5784,Shipped
11130,Pending
1859,Cancelled
13495,Pending
5122,Shipped
8601,Pending
14297,Delivered
1179,Shipped
5746,Processing
7247,Delivered
9436,Processing
2321,Processing
10788,Delivered
6970,Shipped
3110,Processing
3528,Pending
5812,Cancelled
19287,Cancelled
4089,Processing
8257,Shipped
4344,Cancelled
9880,Processing
5968,Delivered
19718,Processing
12218,Pending
15394,Delivered
15353,Cancelled
18512,Shipped
18664,Cancelled
10490,Pending
1210,Delivered
8729,Shipped
6026,Cancelled
9465,Delivered
2833,Delivered
19926,Shipped
12699,Cancelled
2173,Cancelled
10760,Processing
2921,Delivered
12495,Cancelled
11458,Cancelled
761,Shipped
6206,Pending
9154,Cancelled
7650,Processing
11936,Processing
4580,Processing
12613,Delivered
2482,Pending
10332,Processing
9330,Shipped
10390,Shipped
13455,Cancelled
17907,Pending
15237,Delivered
8300,Processing
5116,Cancelled
18303,Cancelled
7934,Delivered
3380,Cancelled
7486,Cancelled
11328,Pending
8523,Shipped
16192,Cancelled
8933,Cancelled
15391,Pending
7624,Delivered
10219,Shipped
7311,Processing
4348,Cancelled
14821,Cancelled
14807,Shipped
14317,Shipped
1503,Processing
2398,Pending
10401,Delivered
10253,Delivered
9503,Shipped
6325,Delivered
802,Pending
6172,Delivered
12797,Shipped
13528,Processing
213,Shipped
18717,Cancelled
2110,Shipped
13774,Shipped
12454,Processing
15824,Processing
6299,Delivered
2045,Delivered
8133,Cancelled
4720,Cancelled
15917,Cancelled
19716,Cancelled
13289,Cancelled
17187,Shipped
9566,Processing
17637,Shipped
12429,Cancelled
12029,Shipped
15576,Processing
11988,Cancelled
426,Cancelled
4945,Pending
5110,Cancelled
7986,Processing
15884,Shipped
16117,Pending
18938,Shipped
4042,Processing
10943,Shipped
7942,Pending
16318,Cancelled
6632,Shipped
4154,Cancelled
12646,Cancelled
4678,Delivered
15328,Pending
10371,Processing
2307,Shipped
7428,Shipped
15147,Shipped
11185,Shipped
14410,Delivered
19706,Shipped
3326,Pending
9817,Shipped
16196,Shipped
9110,Pending
8435,Cancelled
19610,Processing
1355,Delivered
19358,Cancelled
7707,Delivered
11290,Cancelled
7081,Pending
9046,Processing
346,Pending
4871,Processing
7016,Shipped
4254,Cancelled
18596,Delivered
19857,Processing
19003,Pending
13116,Shipped
13833,Delivered
12923,Pending
16014,Cancelled
11156,Cancelled
14530,Cancelled
1552,Delivered
14587,Delivered
18990,Shipped
10091,Delivered
5433,Pending
234,Processing
9182,Processing
89,Delivered
17073,Processing
2686,Shipped
19065,Pending
16102,Pending
15517,Delivered
7285,Delivered
3973,Cancelled
9395,Pending
1175,Processing
5848,Cancelled
14540,Delivered
10803,Shipped
18202,Cancelled
7445,Processing
14204,Delivered
14208,Pending
4271,Pending
3189,Cancelled
893,Shipped
4968,Processing
18419,Shipped
12025,Processing
19215,Delivered
19311,Delivered
19042,Cancelled
9950,Shipped
982,Pending
16480,Delivered
8387,Cancelled
7986,Pending
2876,Cancelled
10042,Delivered
3004,Delivered
15910,Cancelled
4385,Pending
12855,Shipped
15941,Processing
2140,Pending
16411,Processing
807,Delivered
16700,Processing
5499,Delivered
9484,Cancelled
6827,Delivered
195,Processing
6599,Cancelled
12816,Shipped
11912,Delivered
11628,Shipped
1665,Processing
9203,Cancelled
5959,Pending
9435,Shipped
12993,Processing
8029,Cancelled
10920,Shipped
6087,Processing
7265,Pending
6361,Shipped
1251,Pending
14164,Delivered
4915,Cancelled
3605,Pending
7073,Delivered
16568,Pending
3981,Shipped
14145,Pending
14536,Pending
11648,Cancelled
1611,Delivered
7418,Shipped
6426,Shipped
5500,Delivered
17663,Processing
16780,Delivered
4658,Delivered
7252,Pending
7647,Cancelled
1876,Pending
18522,Delivered
13366,Processing
11318,Shipped
4828,Pending
13871,Shipped
9929,Processing
5609,Cancelled
19689,Pending
16933,Pending
444,Pending
6511,Cancelled
18586,Processing
17010,Shipped
17995,Pending
14430,Pending
6045,Processing
2939,Shipped
3807,Shipped
1230,Processing
10970,Pending
7690,Delivered
18781,Delivered
5910,Processing
15828,Shipped
11968,Processing
6298,Delivered
15973,Cancelled
19028,Cancelled
13740,Delivered
5447,Cancelled
2763,Processing
11006,Delivered
19249,Shipped
17532,Delivered
11557,Processing
10284,Processing
15306,Delivered
12644,Cancelled
15886,Shipped
15861,Delivered
646,Shipped
15000,Processing
6009,Shipped
13485,Delivered
13347,Pending
15842,Delivered
8898,Cancelled
5695,Pending
15011,Processing
9826,Cancelled
2969,Cancelled
14776,Pending
12531,Delivered
9250,Pending
18143,Shipped
5324,Processing
2770,Processing
13145,Shipped
10905,Pending
4349,Shipped
4876,Processing
2738,Cancelled
13876,Processing
7679,Delivered
17796,Processing
17734,Cancelled
2011,Shipped
14276,Cancelled
4156,Delivered
3855,Pending
9266,Delivered
3009,Processing
7341,Delivered
6128,Shipped
12515,Pending
14024,Processing
13392,Processing
7218,Processing
13463,Delivered
12075,Shipped
353,Cancelled
6233,Shipped
11839,Delivered
2049,Delivered
18757,Processing
9010,Cancelled
5147,Pending
8167,Processing
3554,Pending
12347,Delivered
292,Delivered
917,Shipped
2226,Shipped
7161,Cancelled
5022,Processing
6037,Shipped
16729,Shipped
19380,Pending
7768,Shipped
3265,Processing
4250,Processing
5852,Delivered
2195,Cancelled
10786,Processing
982,Processing
12705,Shipped
7727,Processing
16905,Pending
1569,Cancelled
5172,Shipped
16191,Pending
18564,Pending
7829,Cancelled
420,Processing
5284,Pending
17429,Pending
15055,Pending
11355,Shipped
9401,Cancelled
2091,Pending
15009,Pending
18488,Processing
7004,Shipped
15542,Processing
4377,Delivered
9129,Cancelled
5034,Processing
8941,Shipped
14623,Delivered
12191,Delivered
1571,Pending
18678,Pending
9677,Cancelled
16086,Pending
17616,Shipped
11469,Shipped
19383,Shipped
421,Delivered
19331,Cancelled
9274,Shipped
19833,Delivered
5529,Cancelled
12340,Delivered
238,Processing
18520,Shipped
8040,Shipped
5923,Cancelled
16322,Cancelled
2445,Processing
3607,Pending
6414,Pending
7243,Cancelled
18023,Delivered
16590,Shipped
3416,Processing
145,Pending
11640,Processing
5088,Delivered
12801,Pending
4448,Cancelled
14190,Delivered
10052,Shipped
9453,Processing
10096,Delivered
7068,Pending
9632,Delivered
7352,Processing
1118,Pending
10868,Processing
4121,Pending
13356,Delivered
16368,Pending
5026,Cancelled
17157,Delivered
9317,Cancelled
1347,Pending
2816,Shipped
18511,Shipped
6346,Delivered
9942,Processing
1610,Shipped
769,Pending
17224,Cancelled
12628,Shipped
15581,Delivered
9892,Cancelled
5830,Delivered
9853,Delivered
16035,Pending
1136,Cancelled
9114,Shipped
10047,Shipped
14887,Cancelled
4668,Shipped
9202,Processing
8330,Cancelled
16148,Cancelled
1217,Processing
16917,Cancelled
11797,Processing
19214,Cancelled
9079,Shipped
19880,Cancelled
17007,Pending
135,Pending
12667,Cancelled
11371,Cancelled
13705,Processing
2461,Processing
18077,Delivered
5741,Delivered
15481,Pending
4256,Processing
16048,Cancelled
12986,Pending
8803,Processing
13457,Shipped
19827,Cancelled
9664,Shipped
3095,Delivered
1470,Pending
764,Processing
4837,Processing
12273,Cancelled
3060,Processing
4712,Processing
13594,Processing
872,Processing
15196,Cancelled
15839,Cancelled
16555,Shipped
5086,Cancelled
6661,Cancelled
2006,Cancelled
5495,Cancelled
13976,Delivered
5559,Delivered
9930,Pending
19657,Delivered
3257,Processing
9651,Pending
12044,Shipped
13165,Processing
3401,Cancelled
15829,Cancelled
6400,Delivered
8023,Pending
13867,Delivered
1809,Delivered
6276,Shipped
15015,Delivered
18938,Processing
6763,Cancelled
18129,Pending
12738,Delivered
863,Processing
13378,Pending
17502,Cancelled
5913,Shipped
4655,Shipped
10286,Cancelled
12629,Pending
18725,Processing
13082,Pending
63,Shipped
11404,Shipped
18640,Shipped
11645,Delivered
13820,Delivered
6250,Cancelled
10580,Shipped
7159,Processing
10050,Pending
13870,Delivered
8602,Processing
13574,Processing
1886,Delivered
12557,Pending
19828,Pending
902,Delivered
15977,Shipped
3763,Shipped
16811,Delivered
711,Processing
10120,Cancelled
19170,Pending
19234,Delivered
6629,Pending
2981,Cancelled
1147,Cancelled
7333,Shipped
5551,Cancelled
9455,Pending
11857,Cancelled
3323,Shipped
372,Cancelled
11922,Delivered
6951,Shipped
18984,Pending
10065,Delivered
15043,Processing
16070,Delivered
5889,Shipped
18043,Pending
19554,Shipped
3143,Cancelled
16173,Pending
1811,Processing
4346,Processing
4518,Processing
610,Processing
15471,Delivered
5783,Pending
9321,Shipped
1625,Processing
10627,Processing
5879,Shipped
8185,Processing
7670,Delivered
14056,Delivered
19392,Processing
14382,Pending
18463,Shipped
19370,Pending
10361,Cancelled
12482,Shipped
7850,Shipped
6501,Processing
15356,Pending
18944,Cancelled
18064,Shipped
17731,Pending
10322,Processing
4490,Pending
19262,Delivered
15078,Cancelled
14401,Processing
10590,Pending
3685,Processing
16867,Shipped
3831,Pending
19727,Processing
3557,Pending
16460,Processing
16028,Shipped
4707,Cancelled
507,Processing
414,Delivered
18525,Shipped
11540,Shipped
16846,Delivered
13006,Shipped
17827,Cancelled
19587,Delivered
3419,Processing
10798,Pending
3245,Pending
2110,Shipped
14902,Shipped
5287,Shipped
10127,Pending
3252,Processing
11809,Delivered
4115,Pending
6890,Delivered
2351,Processing
4894,Processing
17664,Processing
5917,Shipped
6789,Cancelled
15680,Delivered
3725,Pending
3378,Cancelled
7738,Shipped
8724,Shipped
7622,Delivered
11111,Shipped
9747,Pending
2288,Pending
2878,Processing
5783,Pending
13682,Cancelled
526,Cancelled
11183,Processing
3982,Delivered
8212,Cancelled
9747,Processing
145,Processing
6177,Cancelled
11355,Cancelled
6530,Processing
13685,Processing
13206,Cancelled
9721,Delivered
14145,Shipped
4969,Shipped
17145,Cancelled
17495,Delivered
17264,Processing
2005,Delivered
4200,Pending
5853,Pending
4245,Shipped
15597,Pending
3798,Delivered
4409,Pending
6952,Pending
12960,Delivered
15984,Shipped
18117,Processing
2621,Cancelled
2876,Shipped
6583,Cancelled
17037,Processing
14801,Pending
12165,Pending
6652,Cancelled
19115,Delivered
5963,Shipped
15083,Processing
11550,Delivered
19268,Processing
5622,Cancelled
490,Cancelled
19927,Cancelled
8967,Delivered
5329,Delivered
2749,Shipped
8459,Processing
6209,Shipped
18548,Pending
2171,Processing
13980,Processing
9788,Processing
16895,Pending
12529,Delivered
17090,Cancelled
7755,Cancelled
13811,Delivered
6029,Pending
3985,Processing
13802,Pending
14307,Pending
3822,Pending
932,Pending
5166,Delivered
10533,Processing
18595,Pending
14934,Pending
16715,Cancelled
18505,Shipped
14589,Cancelled
16454,Cancelled
18857,Pending
7383,Processing
1454,Delivered
4398,Cancelled
1700,Processing
12062,Pending
12708,Shipped
12479,Cancelled
6447,Processing
14736,Shipped
