order_id,product_id,quantity,price
9371,3212,1,2527
20049,2438,31,14687
19089,4958,44,28097
25163,1472,14,26528
493,2747,11,38107
10271,3200,51,27032
17067,2798,9,27042
3813,4748,35,16915
28247,543,73,15333
21561,1445,34,17100
23462,3366,97,17616
27317,4227,37,49627
19005,2456,81,14388
2828,2572,15,42070
6702,1085,42,8242
17200,1946,4,25210
6652,472,73,8982
3868,4547,57,43962
15651,3810,17,30387
23688,4387,23,13342
24044,1053,65,48589
20559,3426,46,8021
25967,2837,16,7625
29547,3576,72,14810
10825,1572,33,3178
14065,4114,36,31599
5568,1989,100,19956
10965,551,20,24473
1329,2584,33,12883
28580,3899,25,12806
20316,2394,18,43513
17064,565,40,16318
5614,2127,54,5638
16887,2208,56,18554
3933,2618,49,10952
3103,1918,45,27581
19750,4385,58,45593
21211,4500,35,35520
17691,339,15,8279
15823,1439,82,23540
2247,2575,49,42031
8092,567,35,32655
28165,110,12,35982
9852,1357,95,37320
13805,3735,32,8901
2051,2172,6,38827
29373,602,45,31423
4688,4685,31,31541
26247,335,18,31679
29092,131,47,23441
17509,4562,78,30517
10167,78,75,19667
4421,248,85,42767
24758,460,74,15428
428,277,70,34364
18007,3618,64,23674
12133,3499,73,43556
13385,1023,71,21561
28833,2452,5,37329
22742,3538,13,16027
10608,2852,88,47393
22206,4383,37,17826
4836,2156,36,48181
2930,917,30,36681
3925,4467,100,7259
27362,4278,84,20047
29023,852,51,19918
24239,944,1,27231
10958,1379,14,10064
20981,2638,30,6932
1726,4543,64,49598
11883,1543,21,32889
6535,1573,60,39984
24101,2248,76,4311
13668,596,45,14555
22616,838,20,13244
18541,739,56,25272
21681,2357,39,39464
2037,4788,26,27293
26558,4468,1,21856
23719,3570,29,2974
10957,4527,47,29596
16669,4231,68,19184
28344,2576,72,3393
19227,1765,9,18672
9384,51,4,7013
2461,2086,72,43883
29383,4229,30,6529
21803,2892,46,28042
8020,4865,15,2045
1599,4354,49,5656
5814,1512,58,2939
15824,520,72,48358
10605,1042,93,30430
4784,1689,2,29860
23915,3127,46,19587
778,4324,35,10221
25233,3628,3,15363
2451,25,6,6468
15271,3554,78,37324
17608,4422,20,20280
7397,4454,79,26538
5671,804,83,20338
25637,460,20,48851
5877,2035,12,18456
7277,4725,63,43152
24604,443,81,14628
10055,1824,72,36449
16858,246,16,48588
14581,3824,44,31899
11750,3565,45,3069
8464,240,75,33783
755,291,43,3216
10440,4485,91,1135
20491,2217,47,38693
21329,3416,44,28272
23289,2375,9,5222
5876,659,90,47088
28397,2688,74,1105
10021,2552,32,27459
2704,1992,3,15444
1925,4520,3,20170
13984,2918,49,27159
13949,2278,17,21130
10055,4154,39,48721
7408,1394,33,34791
10642,2447,39,11277
646,4160,8,23076
17874,2482,29,49477
20699,1556,48,35566
2761,2045,95,4365
17699,4517,34,13196
11053,1148,94,12385
14394,3347,19,21474
14427,2064,85,33606
18994,2392,99,27595
15244,3514,71,40753
25363,2480,17,21010
23041,1353,67,2788
4622,551,61,45071
9323,3135,38,37820
11835,3329,58,22404
12788,4694,72,8752
19807,1719,83,40835
25960,463,57,31944
11289,655,6,3261
27534,3215,33,40313
5378,1516,23,4943
28491,1023,93,45353
5393,3747,36,32047
1358,222,32,8676
25265,533,2,45657
23975,3570,5,19202
25128,1140,96,17607
19864,1491,37,39249
10829,3649,2,31526
20965,4540,34,6710
28212,441,44,39547
7837,3922,83,26303
25190,1383,45,18122
634,292,7,46628
29957,4207,18,45758
13940,2371,56,40257
23423,2240,35,13481
5513,1744,100,10581
12102,4086,59,49452
13627,39,78,48960
21635,4466,11,24991
16026,3416,13,8258
1934,4110,87,48518
24315,917,2,24030
15795,4078,80,3363
21612,4681,35,35672
21902,2567,13,36221
3707,2568,3,24217
22170,3403,72,3837
11397,2085,8,48038
29675,679,85,16070
17788,1909,44,20318
19960,3350,39,14938
29663,500,40,16451
4323,2340,2,43471
19909,4026,65,17113
6599,4904,30,48373
15721,3157,53,31729
2305,2857,43,37207
29146,480,52,34753
25762,2333,67,18313
19065,4676,75,34141
26616,458,78,11094
22154,2373,70,32708
10788,2335,63,41960
21821,3555,2,20065
14956,3018,35,44610
23837,4387,82,48453
11815,2268,34,1953
19712,4429,54,32441
26331,2338,9,10267
17229,4895,39,28321
27574,4078,58,3302
27149,943,52,31653
1084,512,1,49966
16726,3094,80,4109
13167,4221,59,18394
21270,50,85,10239
18517,3183,83,38071
20051,27,98,19316
18165,1751,43,42295
16049,1392,71,41397
11095,2446,5,21893
20696,1951,79,4408
9928,1461,86,7447
11007,1049,69,12046
22254,4577,32,7559
15833,3077,55,10271
20392,4441,73,34429
8559,3914,54,34195
15331,2181,31,35366
4249,3863,83,30073
3838,669,93,2428
3925,4243,19,9486
6433,4504,10,22446
13628,4156,28,44330
7922,2081,57,25131
11725,2441,89,8386
6703,1684,45,15521
5058,4325,64,44802
24476,2146,46,49474
681,292,68,27467
5092,750,7,36743
18307,1191,92,28177
2979,2087,73,19723
8820,4107,58,38448
21512,1776,45,36018
21946,641,14,22518
28324,529,45,46363
2505,2392,53,8250
19798,3582,73,5752
3135,2518,19,39147
19766,468,2,21892
25434,3836,54,3202
8467,3572,39,34526
9292,3946,13,27059
14231,344,15,40684
11244,77,28,15998
24592,3048,46,30249
3058,1430,27,4017
14196,3185,78,23927
20318,2485,21,38591
24643,1084,63,28313
25004,2346,70,35469
19955,569,12,25274
2887,96,1,45791
11649,4564,15,44040
10382,609,81,6153
6357,151,68,15879
1593,4465,1,37479
2455,2397,50,13860
16430,4889,76,45989
12342,3833,10,3929
112,3782,18,3065
8668,531,19,4150
13932,4831,54,17931
19073,3367,23,26254
10326,1185,46,16170
3295,4503,91,26141
18804,4830,72,24538
19588,2943,57,16898
25728,4062,81,46859
14553,404,7,27582
25373,4717,26,35159
11190,4657,6,29596
25836,2812,76,25467
16264,3063,6,33753
8701,3007,16,22802
25517,3306,9,27915
20036,4379,96,8426
9342,2072,10,48642
13408,3617,78,27815
13317,4184,5,18595
14139,1821,96,7227
9451,1792,4,49871
9387,3689,31,41826
11818,909,14,36219
20168,3848,41,30130
18558,1904,91,7694
1137,1447,9,27989
3352,4772,69,34900
1048,1620,7,1368
20101,4732,55,16460
13736,4275,52,45132
11986,268,76,18608
28326,3724,60,17932
29133,2086,8,1366
2362,1680,41,21909
26028,4573,25,38472
2806,2883,48,4335
948,4953,87,29561
11694,144,44,14497
14193,4294,54,25472
23319,1011,37,11145
3060,4928,64,10827
26517,203,18,23779
14365,2930,5,6211
4159,2530,10,46661
19215,4770,2,28660
21702,4142,91,18979
9493,2915,71,9878
2418,947,38,23430
3444,628,69,39262
2813,287,83,12600
9874,516,69,5537
22381,667,33,19597
18874,3149,55,17702
16789,2171,4,27812
18522,875,53,1167
18593,1879,55,23104
9235,4690,85,32462
1211,4795,83,37187
28539,3764,19,21775
4322,1720,82,23238
10646,1193,81,33718
1356,3306,78,39741
656,3764,10,5143
19075,1446,70,7580
24649,3925,65,38196
3000,4170,51,25494
18196,485,19,5597
16314,1593,7,47594
3833,4332,40,27513
24719,2031,49,47220
26422,1694,46,3695
22605,4986,86,7685
25601,137,1,10302
1198,37,91,6990
22135,4006,36,33538
720,639,17,41509
12125,2608,20,6051
20013,2746,90,33657
25514,4960,40,12572
24689,2704,56,24209
4498,4111,79,18045
9804,1510,9,9248
198,1931,47,42388
4959,3986,65,35340
17621,3322,49,26914
26531,2246,62,24785
6562,4054,85,37000
13351,4094,4,49986
27878,3656,63,18564
7635,3976,22,22599
24594,4371,55,36457
21484,2083,67,16645
9214,4329,37,15083
27087,3893,91,25249
2195,4473,77,45304
11336,3362,5,31794
4716,2994,30,32054
25441,3630,63,37365
2395,4347,72,38328
23555,131,16,20161
22584,3630,38,47683
28001,1500,6,45236
9551,961,82,43791
26565,715,8,18737
19994,3723,32,14976
5675,2309,44,1978
19864,4152,88,9958
2590,1157,9,2804
8229,2110,43,18578
3675,339,80,3762
6263,1143,80,36027
27095,3843,97,18518
14809,2348,94,41602
12111,2001,19,9058
21045,1734,13,5049
7323,1083,56,27623
11609,2524,40,35516
21506,707,98,16096
2286,4706,53,46118
18940,2305,21,14354
27802,3764,40,30241
21976,1938,46,35980
3297,4714,64,15055
25940,3290,44,20260
12830,4932,28,32577
4428,4060,87,26297
2884,4905,65,44102
398,721,92,17830
3092,2691,64,25390
11275,1739,64,19419
5465,4759,95,48053
18829,1357,73,10618
16722,1544,82,25735
21338,3372,84,46030
28644,3195,93,37222
8718,3104,63,17092
11713,1043,57,26145
9304,2102,5,21919
22426,3598,76,37766
4651,1931,50,24954
18064,794,40,6601
13843,1058,17,1334
5284,3300,28,38098
1274,330,100,27437
16362,1765,49,1136
23522,1362,34,21637
5378,993,55,7674
28384,1506,96,1498
4042,1885,31,41543
1617,382,70,37140
29852,4798,7,31777
36,893,68,18118
3430,902,70,4214
9250,2357,10,26598
8376,4675,25,2711
19580,3427,57,10661
22634,1684,42,35109
15055,3205,12,36339
1793,3183,86,3869
530,212,87,12375
29773,1995,70,43522
12508,1206,22,46344
18204,1121,21,10376
28500,2945,88,3852
10463,4411,76,47717
11673,72,10,5470
2965,2509,18,39762
14757,1128,69,2875
24855,323,38,12752
23429,3312,10,30929
27980,374,54,5620
27818,490,55,6091
25253,1250,43,26589
12595,1892,93,9560
8013,1252,79,5434
16026,1336,70,28932
6360,3159,7,4271
22274,437,52,17533
26424,1251,67,13734
28085,2136,47,48290
12478,2213,44,14719
3096,4853,77,32678
7045,1354,28,2298
11653,3256,87,24893
14412,4508,46,20160
4289,2472,47,5231
28742,3053,24,39441
16226,3401,7,48209
24830,4094,17,16440
12998,3958,26,13269
10337,589,91,20514
27274,2618,49,17362
4199,3162,33,47878
13993,1938,19,6020
24308,1446,91,6460
3426,870,79,10092
5126,3420,71,2897
24372,919,47,26831
10707,4984,18,43286
1053,2617,87,15102
10012,2530,9,29710
28858,1006,17,28530
10747,4993,21,4694
12490,4656,92,21458
23142,4891,4,8589
25147,2792,57,3307
29052,2594,51,12609
1280,2041,80,24513
21566,1129,32,47295
11342,2707,86,38662
17819,1176,65,25482
2816,3252,80,5139
11458,3367,7,4755
27521,2108,80,35878
23352,4457,85,4884
14482,4861,87,7633
4508,3547,55,32739
11849,2013,83,49927
27106,2521,1,12930
25668,3343,9,1120
20260,792,100,20870
12277,913,69,9867
21217,2199,11,20618
5765,2715,71,13852
13723,636,100,6998
17297,2553,81,13705
971,1663,61,37847
8654,936,64,27731
24672,1296,14,44472
16014,4818,20,24312
25075,2067,77,9898
15076,3337,84,25521
23148,4972,24,15048
3018,850,58,28022
22977,182,41,1346
15099,2524,85,46115
20227,547,97,6696
6628,1215,7,12976
9612,879,39,23750
10304,2149,36,9843
17997,3691,64,16609
2026,1505,27,49378
18338,233,23,46783
19049,1140,1,16540
28019,4353,19,40011
5338,2674,45,34468
9819,1213,57,47954
1347,2332,56,17465
5876,4186,86,45452
20857,592,39,34371
4395,3974,18,44862
5265,1379,9,14162
6552,69,5,12149
26031,1867,99,24361
23870,3383,59,9278
11823,4631,1,13821
12648,2149,76,1824
20714,2365,70,4373
14359,4757,17,20123
26647,4317,34,38290
5069,1163,40,20673
24258,2063,62,26985
27309,2947,19,8689
11153,3431,52,15734
2677,3531,22,23104
1846,3416,87,5298
24375,334,67,49102
9185,1673,42,6893
12346,3656,27,1547
19092,1691,92,23195
11060,901,77,19640
3263,2568,11,47429
19241,768,27,18554
646,4883,5,25898
13554,1637,73,18822
7334,3358,34,20769
28611,4481,4,23099
3302,3212,91,24162
23170,4132,48,48471
16433,4283,89,6965
18136,1958,87,26183
2102,1446,20,49116
18643,3383,79,46169
14100,1474,57,48025
6854,2551,6,8857
5444,2243,59,17088
17136,4033,54,17800
346,237,99,24823
1889,866,77,26808
28332,937,30,43680
9949,3921,76,24535
27798,2211,62,19768
13619,1914,42,42873
10695,2474,36,49661
11889,563,76,29193
15136,2783,32,1661
21080,4181,79,48291
5164,1304,5,43949
28662,1322,54,47550
3023,3597,53,41695
6437,1674,75,45857
9332,901,96,40203
6107,3540,23,7357
14228,4279,66,23753
17489,99,50,7643
19844,4983,93,47710
8931,2539,14,2303
29054,604,65,38736
15,3554,4,17325
17957,1970,97,9706
13487,2411,9,2279
11078,4426,22,4430
23136,2846,85,23749
19815,4635,11,26360
12266,46,84,27794
7527,1980,11,14329
14042,3728,45,10225
5750,2821,51,27127
24983,3366,18,2356
3635,4060,13,44116
8487,2464,96,14472
8360,202,97,5409
17680,3578,58,46819
4586,2181,100,40671
375,4557,2,49788
16630,2878,36,29582
26124,239,62,4525
22717,381,37,6581
7427,4417,86,12104
16712,309,67,35934
11227,1968,62,30834
20878,1598,32,20422
27561,2475,33,22993
5878,917,66,32915
16601,574,85,48496
1339,1078,66,13536
15551,3109,98,10764
18017,1851,30,5956
17893,4499,55,3981
15727,4634,97,5460
13243,1823,29,15456
12331,682,89,35027
25985,4707,20,20607
15947,1179,95,24151
14883,775,55,32116
4691,965,25,1002
1204,4380,88,48131
20872,2667,61,28970
29336,4468,14,35887
13174,3864,60,9584
28981,716,80,23512
11233,1295,19,36094
21442,1844,36,46005
12839,3807,69,32177
22568,1702,62,15959
15870,4054,83,13004
20735,3644,16,29161
17489,2401,67,45455
16268,1709,40,19726
10084,3079,43,35219
3073,3135,51,3600
8502,2433,68,3841
1263,2579,35,45780
25839,3732,82,5868
29380,1727,61,14156
27694,1574,60,47595
3223,2527,29,21529
20568,1687,88,30164
22967,2926,65,35755
11229,3296,36,43879
15584,2372,89,37788
425,30,88,26777
12474,4282,4,13885
21103,4418,87,18192
16573,888,37,46260
11642,3007,67,26550
1354,4803,36,35554
19768,3023,43,47713
17008,4441,58,15567
27940,1170,11,45352
13163,1384,29,24940
6798,121,98,49334
14636,298,29,42564
22688,4965,35,26396
4972,1057,78,39999
13109,2245,18,33031
21110,4583,29,23493
1672,4341,58,17803
18819,1056,73,20659
5310,2224,19,37497
14552,237,50,37181
27468,4162,24,24699
29653,3852,46,35626
7804,2642,82,39675
5454,2262,97,17035
11611,2944,83,33934
20102,4930,55,23978
18653,959,39,22879
20856,2259,57,2230
850,292,81,16113
2888,426,74,29277
5003,3596,40,15529
25484,2375,5,29039
20984,755,74,11499
29330,743,44,43409
7372,112,95,38165
8974,2614,28,48488
6880,621,39,5863
26697,1626,37,39520
20746,2359,42,36510
27221,4482,51,13592
13943,757,51,40218
17804,3538,16,30957
16608,3750,20,32622
9950,3909,59,5281
13242,2157,69,22895
4548,3981,68,13851
4588,4381,12,3712
23306,1506,65,11110
12509,2211,88,17291
2119,4372,89,1400
7775,748,54,4473
10634,3012,86,23462
10639,4975,78,5316
6970,4296,36,6621
21634,3968,39,20932
9586,860,75,39230
9893,3189,73,31915
11344,658,55,14119
946,4174,83,23563
8996,2275,46,45492
4376,3695,96,2079
19038,1985,35,35860
15910,2734,24,40845
18695,881,2,4441
18041,1639,34,29424
946,470,89,15260
22775,338,3,43897
21058,3600,47,26910
28220,4490,29,22225
27595,1278,57,35378
2009,3448,60,47978
5580,4427,88,30755
24506,921,98,9790
14493,3388,69,21008
3658,3043,40,10437
2051,1205,96,27795
10714,264,43,43408
10733,992,69,19891
7497,1951,97,13194
3567,411,100,28722
8574,876,43,7817
6704,4703,63,8068
15424,1723,75,43455
23656,1179,17,25468
13310,1362,83,35629
24407,2462,56,45405
16108,3351,57,14709
4009,2958,95,24460
22549,3398,22,29020
14074,498,58,23962
10883,3234,32,7762
27755,1765,91,40427
7264,4168,79,43313
23978,2213,92,45836
20192,3624,82,35740
3093,1874,99,9633
15380,2222,96,15502
4349,3170,48,11414
27499,2047,60,38402
5748,4477,74,38347
447,1323,28,22827
29229,1108,86,15255
23779,2818,100,33076
16928,4173,39,14390
695,2618,100,22497
11939,3176,22,20027
12752,2593,39,13275
19593,3049,26,3482
10746,1408,12,37883
11205,45,98,19406
25310,1568,60,38440
8211,3998,62,15646
10666,4241,72,25664
7323,4732,25,37272
1049,349,8,2046
28009,4582,38,16286
1731,502,86,44216
26244,472,28,48023
24193,2220,55,34309
10260,2813,78,22484
20422,4666,24,3780
17322,3456,48,10540
13270,3766,13,48166
24452,4029,37,11707
18417,910,84,9797
23843,2071,25,28248
9330,4855,16,22713
22980,3993,46,22341
7239,3987,6,14788
16891,2203,36,19508
4538,4887,29,45824
13500,1608,30,13373
5733,3052,90,26804
2470,1983,47,34679
1835,4010,75,4917
12492,3177,55,25022
15214,3259,38,17126
19969,2191,13,20309
16510,697,43,22051
12665,1679,93,47771
27766,928,7,42026
2491,4528,49,30286
11073,2527,29,36141
5444,767,12,31463
15966,2430,87,8480
14129,3051,34,20736
17289,4579,14,22061
14778,666,2,41342
591,4587,15,24738
20509,996,74,11003
25393,1024,39,18927
11272,3401,61,9915
16321,3904,20,2674
14049,4792,16,40706
26500,2132,35,28544
19261,2702,66,21064
27446,420,96,49542
27928,2631,28,15108
23232,1726,46,23147
21225,1639,95,36436
11704,2338,56,20855
157,1112,97,9122
10639,324,10,48061
4482,4767,24,40111
500,1683,67,9673
16095,1284,18,10116
8488,1913,32,39929
2320,4170,52,2641
16401,1348,23,20814
20936,4777,86,22738
21067,1742,28,22916
12650,3991,74,48397
2765,1739,35,36587
3575,3121,45,37516
10849,677,85,45715
19478,1987,32,44299
18819,4247,45,28636
29397,2747,30,30401
8809,335,97,4105
6743,3198,57,47790
182,4433,71,35364
21181,2326,55,36858
9539,4089,79,39412
29708,2470,82,12851
2982,1983,95,11439
22093,623,31,19153
3658,1195,4,20147
13098,1032,93,34428
19862,1687,79,18645
3913,1173,4,38468
12827,164,50,44201
12676,2141,47,18797
23243,92,1,18566
21603,414,59,11069
5554,1782,72,39381
5161,4462,7,4678
20594,3072,42,16469
7421,1888,84,14108
28820,808,10,37712
1998,822,91,45162
17877,2615,29,34232
5869,2718,3,29792
23620,673,79,3099
1542,387,57,18658
21804,1709,34,37438
29987,1317,65,2655
19451,4177,59,37116
1859,4778,17,49167
27546,2957,10,27608
20338,515,39,21262
14566,3523,71,23005
16961,783,18,5856
26334,1304,74,20660
21851,991,46,22609
28383,2367,12,5367
20540,326,13,2943
1153,727,25,35369
12773,1786,38,38667
23176,2150,97,20191
20661,3946,83,37571
13880,4187,38,44590
356,3669,56,26190
25957,525,88,31319
21162,2392,62,35530
7616,4760,84,48284
2456,1344,36,6389
20895,4320,12,40398
861,173,6,7777
4042,2706,85,43507
6506,1331,55,4288
10719,2635,49,42780
15035,3489,76,49491
29245,4952,65,33234
21544,3255,25,46236
20040,849,7,35941
11680,2929,60,37118
15975,3121,19,24148
25321,1036,48,16174
3727,1414,43,42545
7545,771,14,12618
19484,749,41,10332
1134,3009,29,38242
11144,3365,60,21393
14891,463,77,25014
16340,3434,76,4298
25127,2601,42,42353
399,1866,34,2967
19882,3786,20,44346
2511,4366,90,19406
2399,2836,62,38727
7656,4976,50,36885
21960,4551,31,26060
28221,1475,79,28051
3896,2139,53,46054
6407,2712,61,49743
28922,1125,48,9948
27100,4293,53,5373
5120,2187,40,37271
24628,1803,40,5457
15967,3762,63,25078
28816,1810,1,45275
2527,1875,76,21366
6892,1621,15,18556
14889,3439,56,42582
2488,1324,41,39463
29829,1654,35,31359
18220,2868,24,30357
13493,2083,40,26507
17096,3937,2,32851
10839,3372,25,20680
3866,4156,61,23502
2670,1067,48,21484
6229,2207,55,25968
2656,4314,70,42768
4016,1996,32,32654
26922,2056,54,21293
25249,1742,83,46971
28219,626,56,8925
3723,1140,54,18357
28939,2150,68,37758
19034,3774,18,16811
10337,1206,22,16467
23883,3661,81,24816
21340,1650,14,22027
207,2759,77,5779
12775,2907,8,31673
18086,4374,90,31166
23934,1087,88,46195
639,1016,35,13529
24175,4836,2,41681
25857,2531,73,33449
3768,108,54,12347
19101,3242,78,9327
14690,303,11,6669
17471,2620,3,33936
15476,1982,80,24076
26550,3060,90,30612
27726,1568,36,41293
21554,3947,63,5303
7255,4680,19,34351
29004,4510,97,5424
14555,3903,98,42048
6462,4409,61,6050
16808,21,66,48231
2748,2918,69,11501
18890,2961,100,37685
20629,571,19,34851
10031,1699,56,45619
2026,2225,83,43260
26774,4547,34,44330
1417,618,77,44863
2455,684,26,6991
20842,195,43,9680
10263,2788,47,20508
8333,1142,85,46655
24324,1156,5,8498
6719,1546,78,37268
1896,2030,68,10000
28509,204,70,46761
18844,3820,67,7358
5904,3218,11,6219
29542,3734,6,20301
23729,4147,35,32210
17930,1788,34,16370
3885,3509,79,47486
11944,2690,12,28662
14756,2998,18,16255
11549,2454,71,13782
28416,1587,21,23459
29034,789,9,44254
29309,4537,23,46709
5703,2047,25,48578
23066,3086,38,13972
19991,66,10,40897
293,1404,66,47685
9762,1423,61,32615
3122,2419,95,29760
6225,1782,77,7750
6790,1004,59,16893
25220,2370,29,8090
10751,2926,66,16282
17675,4451,47,22705
4484,112,86,5733
9425,4739,3,38312
9596,3725,75,26192
11434,1459,100,26199
3,2227,81,30702
4767,2495,98,29231
16042,4050,50,19590
1795,2991,98,36537
18474,2028,80,40936
10138,2329,85,49848
17744,1899,75,17232
20671,2941,35,9804
758,1627,93,28609
4203,1501,88,46408
3620,2240,21,18710
3062,3057,90,34139
12388,4579,30,46445
7714,1075,13,44838
23880,4965,62,44086
15702,591,53,22880
21953,4472,17,27984
13956,81,66,4510
6998,3921,32,19842
18667,2590,75,10108
17404,193,83,46294
22594,1468,29,19685
12471,899,18,31177
23072,1756,19,37327
12165,3075,95,36063
15483,1012,54,4400
1326,3139,83,3817
15654,1563,65,22244
17472,676,56,5389
3264,3290,75,48960
15359,82,30,44645
8646,4276,72,37878
27782,1847,25,23416
13956,4608,74,36224
26192,3852,80,24634
13375,4715,82,16701
19298,3853,14,17637
29771,1651,20,16738
3291,1532,61,4558
23952,3037,39,10235
15672,1714,54,10736
21365,2741,16,1669
4650,1631,80,9686
4897,4602,69,49490
21904,3209,1,5564
13060,4034,76,9649
27496,70,80,41511
765,2277,61,44113
23893,2178,87,13719
21986,3440,38,40972
11302,4308,51,30187
16767,3534,93,28693
21163,526,53,2135
26927,3954,50,26460
1338,4391,21,23069
22253,4393,80,34280
1686,2883,69,39146
14962,3136,89,22026
5774,1902,48,25845
7272,693,59,10917
22621,3953,41,49453
4079,2955,92,7307
6194,2423,86,12210
5840,2998,16,34664
22102,4354,6,26667
4829,3666,58,13404
1334,679,74,23917
11425,3417,13,6884
1636,1070,23,17668
7958,2958,35,25997
10029,816,94,5134
27377,4748,17,1453
21722,2844,65,41483
11880,3018,31,44736
16162,2294,17,18372
3782,2106,66,42157
14339,1575,44,19943
13989,1160,49,21826
27636,4378,35,20794
2386,2697,13,26418
8497,968,55,13360
12468,4561,35,30549
9534,2075,27,44396
27511,4978,86,29425
10425,3228,48,14854
15776,4764,34,25395
2079,4538,33,26212
6019,4,24,48886
8734,4282,65,10416
28980,4502,24,23232
29533,2191,90,11560
12680,2688,31,4045
20314,2335,85,20748
5845,4462,53,20181
5968,2314,48,47680
2473,1531,16,27338
1432,1636,39,33471
17308,1798,63,6711
7235,3234,67,43647
281,4691,28,13040
14524,2948,35,48395
24804,1672,20,41171
18617,883,78,3459
20390,1768,38,28494
26942,1441,53,33615
20270,2097,60,47078
14055,2824,34,32825
4378,1067,72,9301
2833,165,32,18459
17638,1120,38,2602
17040,4350,80,36058
7722,1820,92,45465
21691,938,37,8261
15731,4173,45,17038
1915,1872,1,37189
17762,634,86,45210
29857,440,13,10324
7095,4789,55,42064
959,1479,16,24538
29730,4667,59,37534
7988,4955,61,42013
21149,4649,11,42542
24396,3267,15,10627
24566,2942,100,47630
16579,124,6,30705
26384,4382,6,19462
4107,933,65,39773
26088,2347,76,11518
8163,1618,40,14242
15713,4998,35,5745
8792,515,40,28731
25868,4327,86,45147
29989,2041,21,6057
8813,2079,44,17541
10220,2546,62,47204
7051,2425,48,3147
16954,4249,21,47040
9931,1942,56,22421
6252,2223,6,7806
14198,2677,68,31992
24567,3048,70,10388
7910,471,17,39597
21218,3533,41,1533
16601,3947,5,49386
28708,4385,1,19614
28956,3604,89,8705
17448,471,53,14500
11116,574,14,7733
7257,3292,13,47373
5765,237,63,13044
26246,569,90,45893
19842,1441,95,25215
23124,906,69,30862
27589,4278,62,27529
11919,2198,41,47184
7547,545,94,3710
4054,1274,22,9640
7360,1147,9,44098
4148,4813,65,25695
28749,164,37,1417
17143,3624,68,29795
25401,1884,13,1489
4648,1165,82,4768
26718,3287,87,18668
4155,2149,88,37854
21188,760,59,44344
5104,3990,46,13643
12438,2216,75,2753
7274,4038,84,28049
23554,3981,46,12215
4400,4394,27,41415
395,3357,80,20512
14334,1433,27,13918
11031,1110,100,45011
27900,1091,13,47978
11565,815,97,34870
3378,309,37,5406
20829,348,64,38368
21679,4045,26,17478
18444,816,80,5740
19981,25,64,41579
24111,20,47,46467
6296,3085,73,35898
6823,2674,7,47140
28832,2280,33,46714
25213,96,2,14566
6767,4758,56,43965
1765,3619,32,5489
29513,3965,13,19495
23191,4033,31,38854
22626,4959,59,35171
26518,671,65,3472
4895,2814,30,2535
21646,4327,78,48169
2415,1445,59,6756
28488,4884,47,31256
3071,3712,34,45190
18425,3233,32,44577
6185,1048,46,8506
24538,3973,96,35305
5783,3421,70,8141
27956,4608,69,25537
16042,1213,59,16114
9159,4438,30,49359
21751,2378,20,22495
10049,1992,42,15138
5741,2585,47,28863
18751,1896,98,14051
5912,807,1,43303
4199,3436,58,27919
17201,4154,14,12848
398,1530,55,27211
10721,878,67,45713
19958,4114,52,39437
29974,2724,25,48310
2671,2929,49,29613
11131,701,96,44243
7527,4245,41,45312
14292,4240,27,21467
21446,3119,13,6815
24299,4285,61,39936
18521,1888,97,5894
12484,3053,91,26972
18456,2029,4,9036
22343,2655,9,1059
784,3416,60,4320
8271,4567,21,32592
18373,3557,43,21724
592,901,93,27384
29080,86,81,26325
28475,166,26,1610
9736,4821,14,28132
1043,3527,55,33195
20318,2105,50,42230
8722,2767,42,24772
19352,3934,9,30686
25428,129,44,27814
24164,3527,68,49632
13293,100,5,39993
27766,361,96,13477
17346,4481,19,34218
12853,1316,2,28921
4537,3943,6,21488
18194,4173,25,22734
4290,2291,28,10633
2870,4103,32,41245
16331,3877,78,4390
5740,3161,23,18720
22107,3279,56,25585
28013,1087,100,40538
17177,3809,15,25292
8205,4234,65,12044
15810,2151,100,16313
16148,2895,24,18566
6289,4963,44,45110
17955,853,63,41311
13832,1249,51,5923
28818,1594,79,7784
9212,836,31,36718
23676,4357,25,16682
19405,3522,35,14343
18727,4351,48,26852
9379,3576,65,44413
25153,3586,70,49186
4642,4632,51,47905
1347,1403,35,44803
17377,2136,40,17238
10460,4906,88,16575
5162,76,22,33155
6783,3425,95,36951
6151,274,72,21723
2654,301,70,31203
25163,2476,60,37837
27373,1567,89,38354
29098,2156,62,37087
27360,886,50,42182
26591,1206,65,9579
6046,445,54,12255
1891,3021,62,10942
21055,2105,35,14346
8069,3809,62,9531
24952,1921,45,14640
11185,1857,76,43742
1811,2079,64,49830
2576,1276,65,31500
4634,3081,50,49733
20820,826,72,12442
21892,306,75,12428
7245,2842,43,2763
18130,4495,57,39074
9948,712,59,15696
28780,2740,57,30130
25508,2180,49,26023
5401,1699,55,46111
4906,2312,15,32097
28908,2516,71,9650
4223,1017,2,37026
8961,3295,91,7485
19543,3391,80,11647
7060,1665,8,42007
6339,3003,5,28759
2335,3823,41,5326
4191,4755,93,12620
20480,1188,9,13333
11927,1568,93,37868
14724,3659,6,2489
28380,4057,12,4642
19348,4455,5,31578
10992,3932,28,12491
24748,4903,65,19964
22302,4219,90,47160
14287,1278,52,44983
26489,4258,18,11795
10836,570,26,48056
21609,1369,82,49509
4433,4880,84,5474
28314,1111,25,39241
18918,892,61,37651
14516,4483,62,47984
29448,2659,91,41766
